料號;TAG3;TAG9;TAG10;TAG4;TAG8;TAG5
700900033;氣壓夾爪固定座;;90*100*15;6061-T6;;700900033
700900034;X軸線盒;;;2t-SPCC;噴漆294U;700900034
700900035;Y軸線盒;;;2t-SPCC;噴漆;700900035
700900036;Z軸線盒;;;2t-SPCC;噴漆;700900036
700900037;Z軸CCD支架固定座1;;;3t-SUS304 2B;SUS304 2B;700900037
700900038;Z軸CCD支架固定座2;;;3t-SUS304 2B;SUS304 2B;700900038
700900039;Z軸CCD支架連接器1;;;3t-SUS304;SUS304 2B;700900039
700900040;Z軸CCD支架連接器2;;;3t-SUS304 2B;SUS304 2B;700900040
700900041;Y軸CCD支架固定座;;77.5*45*42;SS41;染黑;700900041
700900042;Y軸CCD支架連接器1;;;3t-SUS304 2B;SUS304 2B;700900042
700900043;Y軸CCD支架連接器2;;;3t-SUS304 2B;SUS304 2B;700900043
700900044;X軸CCD支架固定座;;78*34*35;SS41;染黑;700900044
700900045;X軸CCD支架連接器1;;;3t-SUS304 2B;SUS304 2B;700900045
700900046;X軸CCD支架連接器2;;;3t-SUS304 2B;SUS304 2B;700900046
700900047;X軸檢具;;;5t-SUS304;SUS304;700900047
700900048;Y軸檢具;;;8t-SUS304;SUS304;700900048
700900049;Z軸檢具;;;5t-SUS304;SUS304;700900049
700900050;齒輪主軸雷射支架;;;4t-SPCC;噴漆;700900050
700900051;內藏式主軸雷射支架;;;4t-SPCC;噴漆;700900051
700900052;轉接箱;;;SPCC;噴漆;700900052
700900053;X軸方形護管支架;;;3t-SPCC;噴漆;700900053
700900054;Y軸方形護管支架;;;3t-SPCC;噴漆;700900054
700900055;Z軸出貨固定架;;;4t-SPCC;噴漆;700900055
700900056;第七軸底座(加工圖);;;SS41;;700900056
700900056-1;第七軸底座(加工圖);;;SS41;;700900056-1
700900057;機械夾爪固定座(A);;A+B+C 共一組/6061/;6061-T6;;700900057
700900058;六角樁;;六角20*100;S45C;染黑;700900058
700900059;第七軸底座;;;;;700900059
700900059-1;第七軸底座;;;;;700900059-1
700900060;齒排;;齒條35*A48*2145L*M3/SCM440/;SCM440;;700900060
700900061;帶動齒輪;;齒輪M3*25TB*84L 22 6*3.3 0 /SCM440/;SCM440;;700900061
700900062;第七軸滑板;;;;;700900062
700900062-1;第七軸滑板;;;;;700900062-1
700900063;第七軸滑板;;;SS41;噴漆;700900063
700900063-1;第七軸滑板;;;SS41;噴漆;700900063-1
700900064;料盤(A);;400*400*30/6061/;6061-T6;;700900064
700900065;料盤(B);;400*400*30/6061/;6061-T6;;700900065
700900066;料盤(C);;400*400*30/6061/;6061-T6;;700900066
700900067;夾爪(A1);;38.5*34*25;S45C;染黑;700900067
700900068;夾爪(B);;29.5*24*20;S45C;染黑;700900068
700900069;夾爪(C);;32.5*27.5*18;S45C;染黑;700900069
700900070;夾具墊塊(A);;73Φ*11/6061/;6061-T6;;700900070
700900071;夾具墊塊(B);;73Φ*10.5;S45C;染黑;700900071
700900072;夾頭底板(A);;180*180*20;S45C;染黑;700900072
700900073;夾頭底板(B);;180*180*20;S45C;染黑;700900073
700900074;治具底板(A);;205.61*205.61*25;S45C;染黑;700900074
700900075;治具底板(B);;180*130*20;S45C;染黑;700900075
700900076;轉接頭(A);;22Φ*35;S45C;染黑;700900076
700900077;轉接頭(B);;22Φ*30;S45C;染黑;700900077
700900078;定位柱;;30Φ*28;S45C;染黑;700900078
700900079;防護支架;;150*30*20;S45C;染黑;700900079
700900080;防撞塊;;;優力膠;;700900080
700900081;減速機轉接板;;220*150*20;S45C;染黑;700900081
700900082;調整塊;;85*20*20;S45C;染黑;700900082
700900083;軸承座;;120Φ*43.5;S45C;染黑;700900083
700900084;極限開關支架;;;2T-SPCC;噴RAL7021;700900084
700900085;極限支架;;;2T-SPCC;噴RAL7021;700900085
700900086;極限感應支架;;;2T-SPCC;噴RAL7021;700900086
700900087;方型護管支架;;;2t-SPCC;噴RAL7021;700900087
700900088;底座調整塊;;45*43*20;S45C;染黑;700900088
700900089;快換夾頭支架;;;4t-SPCC;噴RAL7021;700900089
700900090;快換夾頭固定座;;A+B+C共一組/6061/;6061-T6;;700900090
700900091;固定座;;30*20*15;S45C;染黑;700900091
700900092;固定桿;;10Φ*70;S45C;染黑;700900092
700900093;支架轉接板;;;2t-SPCC;噴RAL7021;700900093
700900094;固定底板;;2500*1500*25;SS41;;700900094
700900094-1;固定底板;;2500*1500*25;SS41;;700900094-1
700900095;轉接介面(A);;69.5 Φ*28/6061/;6061-T6;;700900095
700900096;轉接介面(B);;69.5 Φ*18+31.5 Φ*10/6061/共兩件;6061-T6;;700900096
700900097;機械夾爪固定座(B);;A+B+C共一組/6061/;6061-T6;;700900097
700900098;機械夾爪固定座(C);;A+B+C共一組/6061/;6061-T6;;700900098
700900099;夾治具飾板(A);;;2t-SPCC;噴RAL7021;700900099
700900100;夾治具飾板(B);;;2t-SPCC;噴RAL7021;700900100
700900101;氣壓轉接座;;80Φ*15;S45C;染黑;700900101
700900102;夾爪(A2);;38.5*34*25;S45C;染黑;700900102
700900103;頂料板(A);;;5T-SUS304;染黑;700900103
700900104;頂料板(B);;;4T-SUS304;染黑;700900104
700900105;頂料板(C);;;4t-sus304;染黑;700900105
700900106;導銷;;6Φ*34;S45C;;700900106
700900107;吹氣支架;;;2t-sus304;;700900107
700900108;人機操作箱;;;2t-SPCC;噴漆;700900108
700900109;配線底板;;;2t-SPCC;五彩電鍍;700900109
700900110;模組底板;;;2t-SPCC;五彩電鍍;700900110
700900111;暫存設備電氣箱支架(左右);;;2t-spcc;噴漆(RAL 7021);700900111
700900112;暫存設備電氣箱支架(上);;;30x30x2tx830L角鐵;噴漆(RAL 7021);700900112
700900113;電磁閥轉接板;;;4t-spcc;噴漆(RAL 7021);700900113
700900114;方型護管支架(底座);;;4t-SPCC;RAL7021;700900114
700900115;方型護管支架(滑座);;;3t-SPCC;RAL7021;700900115
700900116;出貨固定架(第七軸滑座);;;5t-SPCC;RAL7021;700900116
700900117;第七軸底座治具;;497*200*88/焊接件/;6T-SPCC;;700900117
700900117-1;第七軸底座治具;;497*200*88/焊接件/;6T-SPCC;;700900117-1
700900118;壓克力板;;560*890*2t;壓克力;;700900118
700900119;線槽;;;2T-SPCC;藍色(RAL5005);700900119
700900120;CCD控制器護蓋;;;2T-SPCC;藍色(RAL5005);700900120
700900121;雙主軸頭護罩;;;2t-SPCC;噴漆紅色(RAL3020);700900121
700900122;螺帽固定座;;506*306*130焊接件;10t-SUS304;;700900122
700900122-1;螺帽固定座;;506*306*130焊接件;10t-SUS304;;700900122-1
700900123;滾珠螺桿;;1R40-10T5-1FSDC-1050-1445-0.018;;;700900123
700900124;升降機構固定板;;425*220*12焊接件;12t-SUS304;;700900124
700900124-1;升降機構固定板;;425*220*12焊接件;12t-SUS304;;700900124-1
700900125;上軸承座;;86Φ*40;SUS304;;700900125
700900126;下軸承固定座;;135Φ*45;SUS304;;700900126
700900127;下軸承壓蓋;;86Φ*15;SUS304;;700900127
700900128;中置輪軸;;19Φ*62.7;SUS304;;700900128
700900129;中置輪固定座;;75*30*30;10t-SUS304;;700900129
700900130;迫緊輪調整塊;;65*40*12;SUS304;;700900130
700900131;大固定輪;;78Φ*25;SUS304;;700900131
700900132;大間隔環;;25Φ*10.5;S45C;染黑;700900132
700900133;小間隔環;;25Φ*5;S45C;染黑;700900133
700900134;減速機固定座;;210*130*166.5焊接件;5t-SUS304;;700900134
700900134-1;減速機固定座;;210*130*166.5焊接件;5t-SUS304;;700900134-1
700900135;上傳動固定板;;325*220*10;10t-SUS304;;700900135
700900135-1;上傳動固定板;;325*220*10;10t-SUS304;;700900135-1
700900136;上固定架;;;5t-SUS304;;700900136
700900137;升降機構支柱;;2285*130*130焊接件;5t-SUS304;;700900137
700900137-1;升降機構支柱;;2285*130*130焊接件;5t-SUS304;;700900137-1
700900138;導軌側支架;;185*100*60焊接件;5t-SUS304;;700900138
700900138-1;導軌側支架;;185*100*60焊接件;5t-SUS304;;700900138-1
700900139;下固定座;;220Φ*230焊接件;10t-SUS304;;700900139
700900139-1;下固定座;;220Φ*230焊接件;10t-SUS304;;700900139-1
700900140;升降底板;;1197*1332*10/304/;10t-SUS304;;700900140
700900141;升降機構上層板;;1200*1335*10/304/;10t-SUS304;;700900141
700900142;支架前;;;10t-SUS304;;700900142
700900143;支架後;;180*100*30焊接件;10t-SUS304;;700900143
700900143-1;支架後;;180*100*30焊接件;10t-SUS304;;700900143-1
700900144;輸送帶本體;;;3t-SUS304;;700900144
700900145;滾輪外殼(短);;50Φ*50/304/;SUS304;;700900145
700900146;滾輪軸心(短);;25Φ*33.5/303/;SUS303;;700900146
700900147;軸承固定環;;50Φ*25/303/;SUS303;;700900147
700900148;軸承座A(前);;90*100*20/303/;SUS303;;700900148
700900149;輸送帶馬達鏈輪;;59Φ*20;S45C;染黑;700900149
700900150;自由輪滾輪軸心(長);;20Φ*691/303/;光圓棒 or SUS303;;700900150
700900151;自由輪外殼(長);;;2t-SUS304;;700900151
700900152;動力導輪(前);;不鏽鋼滾筒85φ*670L*762L(含軸長) 用外徑φ89*5.5T白鐵作;SUS304;;700900152
700900153;鏈輪間隔環;;26Φ*10/6061/;6061-T6;;700900153
700900154;軸承座A(後);;100*130*20/303/;SUS303;;700900154
700900155;導輪調整版;;;5t-SUS304;;700900155
700900156;滾輪固定架;;;2t-SUS304;;700900156
700900157;軸承固定座;;30Φ*25/303/;SUS303;;700900157
700900158;自由輪滾輪軸心(短);;20Φ*155/303/;SUS303;;700900158
700900159;自由輪外殼(短);;;2t-SUS304;;700900159
700900160;輸送帶飾板A;;;2t-SUS304;;700900160
700900161;輸送帶飾板B;;;2t-SUS304;;700900161
700900162;輸送帶飾板C;;;2t-SUS304;;700900162
700900163;輸送帶飾板D;;;2t-SUS304;;700900163
700900164;輸送帶飾板E;;;2t-SUS304;;700900164
700900165;輸送帶飾板F;;;2t-SUS304;;700900165
700900166;馬達轉接軸;;35Φ*29.2/303/;SUS303;;700900166
700900167;輸送帶馬達固定座;;125*100*20/304/;SUS304;;700900167
700900168;料車支撐架;;900*815*170焊接件;10t-SUS304;;700900168
700900168-1;料車支撐架;;900*815*170焊接件;10t-SUS304;;700900168-1
700900169;導正耐磨塊;;356*25*15/PTFE/;鐵氟龍;;700900169
700900170;導正塊;;60*480*20/304/;SUS304;;700900170
700900171;調整邊角;;;4t-SUS304;;700900171
700900172;調整中角;;;4t-SUS304;;700900172
700900173;中板;;;5t-SUS304;;700900173
700900174;導正止檔;;80*20*15/304/;SUS304;;700900174
700900175;止檔;;55*55*35/PTFE/;鐵氟龍;;700900175
700900176;下軌道;;65*50*16/304/;SUS304;;700900176
700900177;上軌道;;65*50*16/304/;SUS304;;700900177
700900178;叉銷;;220*30*12/304/;12t-SUS304;;700900178
700900179;撥桿;;30Φ*641.4/304/焊接件;4t-SUS304;;700900179
700900180;撥桿限制板;;;4t-SUS304;;700900180
700900181;前軸心;;17Φ*29/304/;SUS304;;700900181
700900182;後軸心;;17Φ*45/304/;SUS304;;700900182
700900183;耐磨塊;;99*25*15/PTFE/;鐵氟龍;;700900183
700900184;吸盤底板;;155*90*6/6061/;6061-T6;;700900184
700900185;吸盤底板轉接座;;60Φ*16/6061/;6061-T6;;700900185
700900186;取盤機構介面板;;1259.5*740*10/6061/;6061-T6;;700900186
700900187;線性襯套固定座;;90*50*40/6061/;6061-T6;;700900187
700900188;防撞塊;;40Φ*5-PU;優力膠;;700900188
700900189;取盤機構固定板;;630*50*20/6061/;6061-T6;;700900189
700900190;取盤機構板A;;;2.8t-SUS304;;700900190
700900191;取盤機構板B;;;6.4t-SUS304;;700900191
700900192;取盤機構板C;;;6t-SUS304;;700900192
700900193;取盤夾取機構固定塊;;125*30*15/6061/;6061-T6;;700900193
700900194;側板A;;120*30*20/6061/;6061-T6;;700900194
700900195;側板B;;55*44*15/6061/;6061-T6;;700900195
700900196;壓板;;50*40*8/6061/;6061-T6;;700900196
700900197;傳動軸;;20Φ*798.5/303/;光圓棒;;700900197
700900198;軸承座B;;73*59*11/6061/;6061-T6;;700900198
700900199;後支架;;95*80*10/6061/;6061-T6;;700900199
700900200;皮帶輪軸心;;20Φ*55/303/;光圓棒;;700900200
700900201;後承靠支架;;150*100*30/6061/3個組成一件;6061-T6;;700900201
700900202;皮帶輪;;34T-5GT-58Φ*14.2/6061/;6061-T6;;700900202
700900203;SENSOR感應板;;;2t-SUS304;;700900203
700900204;操作面板;;;2t-SUS304;;700900204
700900205;總開關固定板;;;2t-SUS304;;700900205
700900206;操作箱後蓋;;;2t-SUS304;;700900206
700900207;近接開關固定板;;;3t-SUS304;;700900207
700900208;料車確認支架;;;2t-SUS304;;700900208
700900209;方型護管上固定架;;;2t-SUS304;;700900209
700900210;方型護管活動端支架;;;2t-SUS304;;700900210
700900211;T型固定塊;;90*52*30/6061/;6061-T6;;700900211
700900212;sensor調整版;;55*47*8/6061/;6061-T6;;700900212
700900213;升降感應板;;;2t-SUS304;;700900213
700900214;SENEOR固定支架;;;2t-SUS304;;700900214
700900215;壓置輪固定架;;;5t-SUS304;;700900215
700900216;前飾板;;;2t-SUS304;;700900216
700900217;固定腳;;六角12Φ*58/6061/;6061-T6;;700900217
700900218;固定飾板;;;2t-SUS304;;700900218
700900219;取盤馬達固定座;;190*150*135/6061/4個組成一件;6061-T6;;700900219
700900220;動力導輪(後);;不鏽鋼滾筒84-85φ*670L*739L(含軸長) 用外徑φ89*5.5T白鐵作;SUS304;;700900220
700900221;出貨固定架(哈伯);;;6t-SPCC;橘;700900221
700900222;動力箱;;;2t-SUS304;;700900222
700900223;電氣箱門;;;2t-SUS304;;700900223
700900224;電氣箱通氣孔上蓋;;;2t-SUS304;;700900224
700900225;配線底板A;;;2t-SUS304;電五彩;700900225
700900226;配線底板B;;;2t-SUS304;電五彩;700900226
700900227;馬達轉接軸間隔環;;26Φ*2.2/6061/;6061-T6;;700900227
700900228;升降模組飾板A;;;壓克力;;700900228
700900229;升降模組飾板B;;;2t-SUS304;;700900229
700900230;升降模組飾板C;;;2t-SUS304;;700900230
700900231;升降模組飾板D;;;壓克力;;700900231
700900232;升降模組飾板E;;;2t-SUS304;;700900232
700900233;入料區飾板;;;2t-SUS304;;700900233
700900234;移動模組飾板A;;;2t-SUS304;;700900234
700900235;移動模組飾板B;;;2t-SUS304;;700900235
700900236;移動模組飾板C;;;2t-SUS304;;700900236
700900237;移動模組飾板D;;;2t-SUS304;;700900237
700900238;移動模組飾板E;;;2t-SUS304;;700900238
700900239;移動模組飾板F;;;2t-SUS304;;700900239
700900240;移動模組飾板G;;;2t-SUS304;;700900240
700900241;移動模組飾板H;;;2t-SUS304;;700900241
700900242;移動模組飾板I;;;2t-SUS304;;700900242
700900243;後固定架;;350*108*48/6061/3個組成一件;6061-T6;;700900243
700900244;料桶;;;2t-SUS304;;700900244
700900245;漏斗A;;;2t-SUS304;;700900245
700900246;漏斗B;;;2t-SUS304;;700900246
700900247;漏斗固定座;;;2t-SUS304;;700900247
700900248;漏斗後固定座;;;2t-SUS304;;700900248
700900249;料盤復歸定位支架;;;2t-SUS304;;700900249
700900250;抽屜導軌;;;2t-SUS304;;700900250
700900251;軸承固定座固定板;;;4t-SUS304;;700900251
700900252;料盤導正塊(後);;;4t-SUS304;;700900252
700900253;滾輪固定架(前);;;2t-SUS304;;700900253
700900254;料盤導正塊(前);;;4t-SUS304;;700900254
700900255;升降機構外框架;;;6t-SUS304;;700900255
700900256;移動模組框架;;;6t-SUS304;;700900256
700900257;機械手外框架;;;6t-SUS304;;700900257
700900258;機械手固定座;;1200*1305*385/304/焊接件;15t-SUS304;;700900258
700900258-1;機械手固定座;;1200*1305*385/304/焊接件;15t-SUS304;;700900258-1
700900259;ccd固定架;;39*55*60/6061/兩個組成一件;6061-T6;;700900259
700900260;ccd調整座;;90*80*60/6061/共5個總成一件;6061-T6;;700900260
700900261;機械手上層板;;;2t-SUS304;;700900261
700900262;機械手左上層板;;;2t-SUS304;;700900262
700900263;機械手模組飾板A;;;2t-SUS304;;700900263
700900264;機械手模組飾板B;;;2t-SUS304;;700900264
700900265;機械手模組飾板C;;;壓克力;;700900265
700900266;機械手模組飾板D;;;壓克力;;700900266
700900267;機械手模組飾板E;;;壓克力;;700900267
700900268;取盤馬達皮帶輪;;34T-5GT-58Φ*34.5/6061/;6061-T6;;700900268
700900269;取盤馬達壓蓋;;30Φ*5/6061/;6061-T6;;700900269
700900270;輸送帶;;600*3760/鋼扣/蝴蝶扣600W/加工費60W剔除表面凸三角;;;700900270
700900271;主軸偏擺支架;;四件組成一件/6061-T6;6061-T6;;700900271
700900272;偏擺調整支架;;三件組成一件/6060-T6;6061-T6;;700900272
700900273;主軸伸長支架;;五件組成一件/6061-T6;6061-T6;;700900273
700900274;出料口門;;;2t-SUS304;;700900274
700900275;sensor支架;;;3t-SUS304;;700900275
700900276;機械手左門;;;2t-SUS304;;700900276
700900277;機械手右門;;;2t-SUS304;;700900277
700900278;安全開關支架;;;2t-SUS304;;700900278
700900279;機械手門壓克力板;;;壓克力;;700900279
700900280;門擋支架;;;2t-SUS304;;700900280
700900281;凸輪從動件外殼;;52Φ*24/304/;SUS304;;700900281
700900282;凸輪從動件隔環;;32Φ*10/304/;SUS304;;700900282
700900283;吉康訂製子料車;;;SUS316;;700900283
700900284;吉康訂製料盤;;;1.5t-SUS316;;700900284
700900285;料車滾輪;;;SUS316;;700900285
700900286;滾輪軸心;;;SUS316;;700900286
700900287;間隔環;;;SUS316;;700900287
700900288;取盤機構軸心;;5Φ*16.8-304;SUS304;;700900288
700900289;凸輪從動件軸心;;30Φ*95/304/;SUS304;;700900289
700900290;取盤機構方型護管支架;;;2t-SUS304;;700900290
700900291;油壓馬達支架;;;3t-SPCC;噴紅漆(RAL3020);700900291
700900292;感應支架;;;2t-SUS304;霧面;700900292
700900293;sensor支架A;;;2t-SUS304;霧面;700900293
700900294;譯碼器支架;;;2t-SUS304;;700900294
700900295;料盤復歸定位支架;;;2t-sus304;霧面;700900295
700900296;照明燈支架A;;;3t-SUS304;霧面;700900296
700900297;照明燈支架B;;;3t-SUS304;霧面;700900297
700900298;照明燈支架C;;30Φ*11-SUS304;SUS304;;700900298
700900299;子車右導正板;;;4t-SUS304;;700900299
700900300;子車左導正板;;;4t-SUS304;;700900300
700900301;六角固定樁;;六角12*59/SUS304/;SUS304;;700900301
700900302;六角固定樁加長;;六角12*69/SUS304/;SUS304;;700900302
700900303;輸送帶馬達固定板;;135*200*12/SUS304/;SUS304;;700900303
700900304;馬達鏈輪;;59Φ*34.2/高週波/;S45C;染黑;700900304
700900305;鏈輪壓蓋;;28Φ*5/6061/;6061-T6;;700900305
700900306;解碼器支架;;;3t-SUS304;霧面;700900306
700900307;防撞塊;;35Φ*20-PU;優力膠;;700900307
700900308;軍規接頭蓋板;;;2t-SPCC;噴漆(RAL7024);700900308
700900309;鏈輪轉接座;;29Φ*35-6061;6061-T6;;700900309
700900310;吸盤固定座;;130*130*6-6061;6061-T6;;700900310
700900311;ccd光源支架上座;;;3t-SUS304;;700900311
700900312;ccd光源支架下座;;;3t-SUS304;;700900312
700900313;壓力表支架;;;2t-SUS304;;700900313
700900314;輸送帶飾板C;;;2t-SUS304;;700900314
700900315;輸送帶飾板E;;;2t-SUS304;;700900315
700900316;輸送帶飾板F;;;2t-SUS304;;700900316
700900317;輸送帶飾板A;;;2t-SUS304;;700900317
700900318;落料導板;;;2t-SUS304;亮面貼膜;700900318
700900319;機械手固定架長墊高塊;;80*75*1300-SUS-304(不含材料);sus304;;700900319
700900320;機械手固定架短墊高塊;;80*75*1050-SUS304(不含材料);sus304;;700900320
700900321;墊高塊固定板;;;5t-sus304;霧面 SUS304-2B;700900321
700900322;機械手固定架長墊高塊(焊接圖);;;sus304-2B;;700900322
700900323;機械手固定架長墊高塊(焊接圖);;;SUS304-2B;;700900323
700900324;升降sensor 固定座;;75*45*15-6061;6061-T6;;700900324
700900325;定位sensor固定架;;;5t-sus304;;700900325
700900326;譯碼器壓板;;;1.6t-SUS304;;700900326
700900327;定位確認固定座;;;SUS304;;700900327
700900328;中間墊板;;;SUS304;;700900328
700900329;定位導正板;;;SUS304;;700900329
700900330;活動銷;;6Φ*16.8-SUS304;SUS304;;700900330
700900331;定位導正板;;;SUS304;;700900331
700900332;檔料滾輪;;16Φ*12-SUS304;SUS304;;700900332
700900333;滾輪軸套;;12Φ*14.2-6061-T6;6061-T6;;700900333
700900334;防水板;;;1.6T-SUS304;;700900334
700900335;光閘保護板;;;2t-SUS304-2B;;700900335
700900336;光閘保護蓋;;;2t-SUS304-2B;霧面;700900336
700900337;轉軸補強板;;;3t-sus303;;700900337
700900338;料車叉銷導軌;;210*75*16-SUS303;sus303;;700900338
700900339;;;;;;700900339
700900340;鋁擠型料車;Skip;;;;700900340
700900341;快速夾頭固定座;Fixed;A+B+C共一組/6061/(用700900090修改);6061;;700900341
700900342;零點定位固定板;Fixed;A+B+C共一組/6061/(用700900097修改);6061;;700900342
700900343;上推板;Up Flat;;;染黑;700900343
700900344;推板立柱;stand column;PSFGU6-45-F6-B4-P4-T7-S5-Q4-SC5;;;700900344
700900345;夾爪-45mm;Cath-45mm;60.5*25*48-SS41-染黑;;;700900345
700900346;吹氣固定板;Fixed;;;;700900346
700900347;ABB機械手基座;Base;750/750*745-SS41-焊接件-噴黑漆7021;SS41;;700900347
700900347-1;ABB機械手基座;Base;750/750*745-SS41-焊接件-噴黑漆7021;SS41;;700900347-1
700900348;氣壓元件固定板;Fixed;;;RAL7021;700900348
700900349;AGV介面板;Cover;;;RAL7021;700900349
700900350;前操作面板;Plate;;;RAL7021;700900350
700900351;鋁擠連接板;Plate;;;RAL7021;700900351
700900352;感應器固定板;Fixed;;;RAL7021;700900352
700900353;限位固定板;Fixed;;;RAL 7021;700900353
700900354;換爪放置台;Table;;;PN Cool Gray 1C 白灰;700900354
700900355;安全護網-280mm;protective fence-280mm;;;PANTONE Cool Gray 1C;700900355
